CODICESCUOLA,SITOWEBSCUOLA,SITOWEBSCUOLA_FIX
UDPS004012,www.isislatisana.it,https://www.isislatisana.it
BLTA00901T,www.agrariofeltre.gov.it,https://www.agrariofeltre.edu.it
MNPM009012,www.arcoeste.gov.it,https://www.arcoeste.edu.it
FRTD12000L,www.icroccasecca.gov.it,https://www.icroccasecca.edu.it
CEPS010018,www.liceodiazce.it,http://www.liceodiazce.edu.it/
TORC024013,iiscena.it,https://www.iiscena.it
ROPS01000P,www.liceopaleocapa.gov.it,https://www.liceopaleocapa.edu.it
NARC006013,www.isisrosariolivatino.gov.it,https://www.isisrosariolivatino.edu.it
RGTD03000T,www.itcbesta.gov.it,https://www.itcbesta.edu.it
BSRH004011,WWW.ISTITUTOPERLASCA.GOV.IT,https://www.ISTITUTOPERLASCA.edu.IT
UDPS01302T,https//www.isisbassafriulana.edu.it/,https://www.isisbassafriulana.edu.it/
SAPS01000G,www.liceogallotta.org,https://www.liceogallotta.org
VATA00801X,artisticovarese.gov.it,https://www.artisticovarese.edu.it
ENTD021014,http//www.iisabramolincolnenna.gov.it,https://www.iisabramolincolnenna.edu.it
TATD026013,www.einaudimanduria.gov.it,https://www.einaudimanduria.edu.it
CNRI003016,www.grandiscuneo.it,https://www.grandiscuneo.edu.it/
CERH00401P,WWW.matteiaversa.it,https://www.matteiaversa.edu.it/
AGTF02201D,iisodierna.edu.it,https://www.iisodierna.edu.it
RMTD051017,www.iisbraschiquarenghi.gov.it,https://www.iisbraschiquarenghi.edu.it
CSRC06301C,http//www.istitutoaletti.gov.it,https://www.istitutoaletti.edu.it
CTPC040006,www.liceocutelli.gov.it,https://www.liceocutelli.edu.it
ALPS00401C,www.istitutocellini.it,https://www.istitutocellini.edu.it/
TVRH06000P,www.alberghierobeltrame.edu.it,https://www.alberghierobeltrame.edu.it
PNRI00602X,www.isissacilebrugnera.gov.it,https://www.isissacilebrugnera.edu.it
VETD022013,WWW.CESTARI-RIGHI.GOV.IT,https://www.CESTARI-RIGHI.edu.IT
RIRA001019,www.polocorese.it,https://www.polocorese.it
BLTL00801V,www.istitutosuperiorefeltre.gov.it,https://www.istitutosuperiorefeltre.edu.it
MIPS05901D,WWW.ORIANIMAZZINI.GOV.IT,https://www.ORIANIMAZZINI.edu.IT
RMPS06201T,www.liceodesanctisroma.gov.it,https://www.liceodesanctisroma.edu.it
TOPS039018,www.liceomartinetti.it,https://www.liceomartinetti.it
CTTF039018,www.isfermiguttuso.gov.it,https://www.isfermiguttuso.edu.it
PSTD10000N,www.itbramantegenga.it,https://www.itbramantegenga.edu.it/
NASL102011,www.nittiportici.gov.it,https://www.nittiportici.edu.it
MCTD01101Q,iisbonifazi.edu.it,https://iisbonifazi.edu.it/
SOPS050001,www.nerviferrari.gov.it,https://nerviferrari.edu.it/
PATD03801P,www.itetpiolatorre.it,https://www.iisspiolatorre.edu.it/
SRRA02101P,www.istitutocallerimarzamemi.gov.it,https://www.istitutocallerimarzamemi.edu.it
LETD00201L,www.trinchesemartano.eu,https://www.trinchesemartano.edu.it/
IMRI00801G,www.istitutoistruzionesuperioremarconi.gov.it,https://www.istitutoistruzionesuperioremarconi.edu.it
BGRC01401T,www.islotto.gov.it,https://islotto.edu.it/
VEPM030006,www.marcobelli.it,https://www.marcobelli.it
RMTD10201V,www.iispertinifalcone.gov.it,https://www.iispertinifalcone.edu.it
AVSD02402R,www.isissdeluca.it,https://www.isissdeluca.it
SPTF00601X,www.capellinisauro.gov.it,https://www.capellinisauro.edu.it
LUPC003017,www.isibarga.gov.it,https://www.istitutosuperiorebarga.edu.it
PZTF00701P,www.iisrighetti-melfi.edu.it,https://www.iisrighetti-melfi.edu.it
CEPS020042,www.liceofermiaversa.gov.it,https://www.liceofermiaversa.edu.it
MNTL009017,www.arcoeste.gov.it,https://www.arcoeste.edu.it
RMTD031012,www.iispaolobaffi.it,https://www.iispaolobaffi.edu.it/
PSRC003012,www.polotrefano.gov.it,https://www.polotrefano.edu.it
VRPS019013,www.copernicopasoli.gov.it,https://www.copernicopasoli.edu.it/wp/
VAPS026014,www.itisgeymonat.va.it,https://www.isissgeymonat.edu.it/
TOTD02401A,iiscena.it,https://www.iiscena.it
FITD028013,www.gobettivolta.gov.it,http://www.gobettivolta.edu.it/it2/
SARH06601A,www.iispiranesi.gov.it,https://www.iispiranesi.edu.it
CAPM04000N,liceobaudidivesme.edu.it,https://www.liceobaudidivesme.edu.it
TSPS02000R,http//www.galileitrieste.it,https://www.galileitrieste.it
MIPS580006,http//www.omnicomprensivoeuropeo.gov.it,https://www.omnicomprensivoeuropeo.edu.it
RMPM08000B,margheritadisavoiaroma.gov.it,https://margheritadisavoiaroma.edu.it/
NASL051019,WWW.liceoettoremajorana.gov.it,https://www.liceoettoremajorana.edu.it
SATL03401B,www.iisbestagloriosi.gov.it,https://www.iisbestagloriosi.edu.it
PAPM00401R,www.iismursia.gov.it,https://www.iismursia.edu.it
CETD00401R,www.foscoloteano.it,https://www.foscoloteano.it
VRRH020011,www.berti.gov.it,https://www.berti.edu.it
NATD00601A,www.isisrosariolivatino.gov.it,https://www.isisrosariolivatino.edu.it
CAPS01701L,liceoscientificoartisticobrotzu.gov.it,https://www.liceoscientificoartisticobrotzu.edu.it
TOTN039012,www.liceomartinetti.it,https://www.liceomartinetti.it
ALTF00301P,www.iislevimontalcini.it,https://www.iislevimontalcini.edu.it/
VBTD002012,www.ferrinifranzosini.gov.it,https://www.ferrinifranzosini.edu.it
TVRI010005,www.ipsia-galilei.gov.it,https://www.ipsia-galilei.edu.it
ISPS012017,www.isismajoranafascitelli.edu.it,https://www.isismajoranafascitelli.edu.it
SSRA01602Q,WWW.ITOZIERI.GOV.IT,https://www.ITOZIERI.edu.IT
FGRI020004,www.pacinotti.info,https://www.pacinotti.info
CARH050001,www.alberghierogramsci.gov.it,https://www.alberghierogramsci.edu.it
NAPC14000P,www.liceoumberto.it,https://www.liceoumberto.it
TATF09000G,www.pitagorataranto.gov.it,https://www.pitagorataranto.edu.it
SAPS15000V,www.liceoscafati.it,http://www.liceoscafati.it/wp/
GRPC009017,www.daverrazzano.it,https://www.daverrazzano.it
PZPS12001X,www.liceoscientificopasolinipz.gov.it,https://www.liceoscientificopasolinipz.edu.it
BAPS002012,www.canudo.gov.it,https://www.canudo.edu.it
VRTD00101N,www.davincicerea.edu.it,https://www.davincicerea.edu.it
RCPS014019,www.istitutopiriarosarno.gov.it,https://www.istitutopiriarosarno.edu.it
MNPS008026,www.giovannifalcone.edu.it,https://www.giovannifalcone.edu.it/index.php/it/
CTTL01701G,www.vaccarinict.it,https://www.vaccarinict.it
CEPS02000T,www.liceofermiaversa.gov.it,https://www.liceofermiaversa.edu.it
BSTD003017,www.bazolipolo.gov.it,https://www.bazolipolo.edu.it
SVRC00601R,mazzinidavinci.gov.it,https://www.mazzinidavinci.edu.it
IMTF00803E,www.istitutoistruzionesuperioremarconi.gov.it,https://www.istitutoistruzionesuperioremarconi.edu.it
ALSL004019,www.istitutocellini.it,https://www.istitutocellini.edu.it/
CRPS014017,www.pacioli.net,https://www.pacioli.edu.it/
LUTF00301C,www.isibarga.gov.it,https://www.istitutosuperiorebarga.edu.it
PIRH01000D,www.matteotti.it,https://www.matteotti.it
NARC048015,www.isdegni.gov.it,https://www.isdegni.edu.it
CARI03302R,www.ipsiaiglesias.edu.it,https://www.ipsiaiglesias.edu.it
TVRH03000V,www.istitutoalberini.gov.it,https://www.istitutoalberini.edu.it
VVTH01000A,http//www.itnauticopizzo.gov.it/,https://www.itnauticopizzo.edu.it/
CATD01601L,www.itclevi.it,https://www.itclevi.it
VBRC00201P,www.ferrinifranzosini.gov.it,https://www.ferrinifranzosini.edu.it
MORI02000L,http//www.ipsiacorni.edu.it,https://www.ipsiacorni.edu.it
SSTD016044,www.itozieri.gov.it,https://www.itozieri.edu.it
TOPC090009,liceogioberti.it,https://www.liceogioberti.it
CEPS040003,www.liceopiedimontematese.gov.it,https://www.liceopiedimontematese.edu.it
VRRH020033,www.berti.gov.it,https://www.berti.edu.it
TATD08000P,www.pitagorataranto.gov.it,https://www.pitagorataranto.edu.it
CHSD009017,www.iislanciano.it,https://www.iislanciano.edu.it/
RMPS12401X,www.liceopeanoroma.edu.it,https://liceopeanoroma.edu.it/
SAPS120003,www.liceoemedi.gov.it,https://www.liceoemedi.edu.it
IMPS00701E,www.itcolombo.org,https://www.itcolombo.org
VITD01101X,www.iislonigo.it,http://www.iislonigo.edu.it/
NAPC19000Q,www.liceovittorioimbriani.edu.it,https://www.liceovittorioimbriani.edu.it
PNSD020009,www.liceoartisticogalvani.gov.it,https://www.liceoartisticogalvani.edu.it
BATF06301G,www.marconibari.it,https://www.marconibari.it
LTTF090011,www.itisfondi.edu.it/,https://www.itisfondi.edu.it/
BATF002014,www.canudo.gov.it,https://www.canudo.edu.it
PZPS12000V,www.liceoscientificopasolinipz.gov.it,https://www.liceoscientificopasolinipz.edu.it
PATD03701V,www.iseinaudipareto.gov.it,https://www.iseinaudipareto.edu.it
RMRC03101P,www.iispaolobaffi.it,https://www.iispaolobaffi.edu.it/
BSSL03601G,www.tartaglia-olivieri.gov.it,https://www.tartaglia-olivieri.edu.it
PTPS03000X,www.liceosalutati.it,https://liceosalutati.it/
PCTD003011,www.romagnosi.it,https://www.romagnosi.it
MBTD41000Q,www.mapelli-monza.edu.it,https://www.mapelli-monza.edu.it
ROPM01000Q,www.roccati.com,https://www.roccati.com
BRTD010042,www.itesgiovannicalo.gov.it,https://www.itesgiovannicalo.edu.it
SVRA00701N,agrarioalbenga@virgilio.it,https://www.virgilio.it/
PARH01000Q,www.ipssarpaoloborsellino.gov.it,http://www.ipssarpaoloborsellino.edu.it/ns/
BORI024013,www.malpighi-crevalcore.it,https://www.malpighi-crevalcore.it
ALTD004018,www.istitutocellini.it,https://www.istitutocellini.edu.it/
BNTF02701P,www.palmieriramponepolo.gov.it,https://www.palmieriramponepolo.edu.it
SSRA01601P,WWW.ITOZIERI.GOV.IT,https://www.ITOZIERI.edu.IT
FIPM02701C,http//www.ilpontormoempoli.gov.it/,https://www.ilpontormoempoli.edu.it/
MITD026012,www.iiscremona.gov.it,https://www.iiscremona.edu.it
VRRH02000X,www.berti.gov.it,https://www.berti.edu.it
VVTN00201L,www.tecnologicovibo.gov.it,https://www.tecnologicovibo.edu.it
SAPS18000P,www.liceorescigno.gov.it,https://www.liceorescigno.edu.it
SORH040004,www.ipcrottocaurga.edu.it,https://www.ipcrottocaurga.edu.it
RMTD00901R,www.divittoriolattanzio.it,/home/index.php
ENPM02102A,http//www.iisabramolincolnenna.it/,https://www.iisabramolincolnenna.it/
ISPC012014,www.isismajoranafascitelli.edu.it,https://www.isismajoranafascitelli.edu.it
BNRI02701T,www.palmieriramponepolo.gov.it,https://www.palmieriramponepolo.edu.it
PZRA010001,www.ipaafortunatopz.gov.it,https://www.ipaafortunatopz.edu.it
VETL02101N,veis021001@istruzione.it,https://www.veis021001@istruzione.it
NAPC180005,www.liceopansini.gov.it,https://www.liceopansini.edu.it
CTSD03901L,www.isfermiguttuso.gov.it,https://www.isfermiguttuso.edu.it
CEPS03000C,WWW.LICEOFEDERICOQUERCIA.GOV.IT,https://www.LICEOFEDERICOQUERCIA.edu.IT
NATF102016,www.nittiportici.gov.it,https://www.nittiportici.edu.it
TVPC120008,www.liceoflaminio.edu.it,https://liceoflaminio.edu.it/
VBSL002013,http//www.liceopierogobetti.gov.it,https://www.liceopierogobetti.edu.it
BGRI00401X,www.ISARCHIMEDE.EDU.IT,https://www.ISARCHIMEDE.EDU.IT
CATF031022,www.asproni-fermi.gov.it,https://www.asproni-fermi.edu.it
RIPS070005,www.liceorocci.it,https://www.liceorocci.edu.it/
IMRI00802L,www.istitutoistruzionesuperioremarconi.gov.it,https://www.istitutoistruzionesuperioremarconi.edu.it
BGTD014015,www.islotto.gov.it,https://islotto.edu.it/
RCRA01401V,www.istitutopiriarosarno.gov.it,https://www.istitutopiriarosarno.edu.it
PNTF01000A,www.itiskennedy.gov.it,http://itstkennedy.edu.it/
FIRH020009,www.buontalenti.gov.it,https://www.buontalenti.edu.it
LUPM00301B,www.isibarga.gov.it,https://www.istitutosuperiorebarga.edu.it
LERI049017,www.iisslfb.gov.it,https://www.iisslfb.edu.it
RORC008018,www.iisdeamicis-rovigo.gov.it,https://www.iisdeamicis-rovigo.edu.it
NATD01301D,www.donmilanigragnano.gov.it,https://www.donmilanigragnano.edu.it
LIRC00201L,www.polocattaneo.it,https://www.polocattaneo.it
RNRI003015,www.isisstoninoguerra.gov.it/,https://www.isisstoninoguerra.edu.it/
PZTD02801D,www.gasparrinimelfi.it,https://www.gasparrinimelfi.it
ENPC019015,www.liceotesta.edu.it,https://www.liceotesta.edu.it
CHPM02000G,www.magistralechieti.gov.it,https://www.magistralechieti.edu.it
CRTD014013,www.pacioli.net,https://www.pacioli.edu.it/
VATL013018,www.itetvarese.edu.it,https://www.itetvarese.edu.it
PDTD027014,www.leodavinci.gov.it,https://www.leodavinci.edu.it
PAPS060003,www.liceobasile.it,https://www.liceobasile.it
RMPM07000R,www.liceodestetivoli.gov.it,https://www.liceodestetivoli.edu.it
TORH04201T,www.istitutogiolitti.gov.it,https://www.istitutogiolitti.edu.it
BSRA02202B,www.iisdandolo.gov.it,https://www.iisdandolo.edu.it
BARA06701A,www.iisseinaudi.eu,https://www.iisseinaudi.eu
RMSD10000R,www.liceoargan.gov.it,https://www.liceoargan.edu.it
ARRH01802G,www.fanfanicamaiti.gov.it,https://www.fanfanicamaiti.edu.it
PAPS03801V,www.isducabruzzi-grassi.it,https://www.isducabruzzi-grassi.edu.it/
SIPC002018,www.piccolominisiena.edu.it,https://www.piccolominisiena.edu.it
MITF070009,www.itisfeltrinelli.edu.it,https://www.itisfeltrinelli.edu.it
CZRH05000A,www.einaudilamezia.gov.it,https://www.einaudilamezia.edu.it
BLTD00101N,www.cadorescuola.gov.it,https://www.cadorescuola.edu.it
BOTA00601N,www.istitutoserpieri.gov.it,https://www.istitutoserpieri.edu.it
PZTH016011,www.iismaratea.edu.it,https://www.iismaratea.edu.it
PAPS08004C,www.liceosavarino.edu.it,https://www.liceosavarino.edu.it
CEPS07001X,www.liceogalilei.com,https://www.liceogalilei.com
PCRA002031,www.campusagroalimentarepiacenza.it,https://www.campusagroalimentarepiacenza.it
SAPS170004,www.liceolamura.org,https://www.liceolamura.org
TVPM010001,www.ducadegliabruzzitreviso.gov.it,https://liceoduca.edu.it/
PTPM02000A,www.istitutolorenzinipescia.it,https://istitutolorenzinipescia.edu.it/
RGPC00201Q,www.istitutocurcio.gov.it,https://www.istitutocurcio.edu.it
TRTL001017,www.gandhinarni.gov.it,https://www.gandhinarni.edu.it
FRPS070001,http//www.liceoceccano.gov.it/,https://www.liceoceccano.edu.it/
SVRI00601D,www.mazzinidavinci.gov.it,https://www.mazzinidavinci.edu.it
CHRC011019,www.iisdavincidegiorgio.it,https://www.iisdavincidegiorgio.edu.it/
VISL009011,www.martini-schio.it,https://www.martini-schio.it
TAPS006012,www.lentinieinstein-mottola.gov.it,https://www.lentinieinstein-mottola.edu.it
MIPS026016,www.iiscremona.gov.it,https://www.iiscremona.edu.it
LTTF05000D,www.giuliocesare.gov.it,https://www.giuliocesare.edu.it
LURH003014,www.isibarga.gov.it,https://www.istitutosuperiorebarga.edu.it
CATD03202G,www.iisatzeni.edu.it,https://www.iisatzeni.edu.it
MNPS008015,www.giovannifalcone.edu.it,https://www.giovannifalcone.edu.it/index.php/it/
PDRC02701R,www.leodavinci.gov.it,https://www.leodavinci.edu.it
FIPS02701B,http//www.ilpontormoempoli.gov.it/,https://www.ilpontormoempoli.edu.it/
TOPS041018,www.jcmaxwell.it,https://www.jcmaxwell.it
RMTF19000X,www.itistrafelli.gov.it,https://www.itistrafelli.edu.it
CNPC022017,www.arimondieula.gov.it,https://www.arimondieula.edu.it
AVTA028023,www.agrariogeometra.gov.it,https://agrariogeometra.edu.it/
RMSD11000B,www.liceopablopicasso.gov.it,https://www.liceopablopicasso.edu.it
RMTD008011,www.leopoldopirelli.it,https://www.leopoldopirelli.it
MORC00201B,www.istitutolevi.it,https://www.istitutolevi.it
RMPC099019,www.liceovivona.it,https://www.liceovivona.edu.it/
CNSL007015,www.artisticogallizio.it,https://www.iisgovonealba.it/
VRRA02000Q,www.istitutomedici.gov.it,https://www.istitutomedici.edu.it
BLPS00301D,www.polovalboite.gov.it,https://www.polovalboite.edu.it
PAPS080008,www.liceosavarino.edu.it,https://www.liceosavarino.edu.it
TOTF04101A,www.jcmaxwell.it,https://www.jcmaxwell.it
CEPS060008,www.liceodivairano.gov.it,https://www.liceodivairano.edu.it
BSRC00901V,www.istitutocapirola.gov.it,https://istitutocapirola.edu.it/
PGRC00201N,pgis00200@istruzione.it,https://www.pgis00200@istruzione.it
TRPM001012,www.gandhinarni.gov.it,https://www.gandhinarni.edu.it
FRPS00602Q,www.iistulliano.it,https://www.iistulliano.it
MEPC03401P,www.liceomedi.gov.it,https://www.liceomedi.edu.it
LITD00201X,www.polocattaneo.it,https://www.polocattaneo.it
RNPS00301X,http//www.isisstoninoguerra.gov.it/,https://www.isisstoninoguerra.edu.it/
SARH038016,www.istitutocomite.it,https://www.istitutocomite.edu.it/
RCPS016011,www.iiseuclide.gov.it,https://www.iiseuclide.edu.it
PTPS00301L,www.iocsanmarcello.gov.it,https://www.iocsanmarcello.edu.it
CETD00403V,www.foscoloteano.it,https://www.foscoloteano.it
LUTF01601E,www.istitutofermi.it,https://www.istitutofermi.it
BSRA02203C,www.iisdandolo.gov.it,https://www.iisdandolo.edu.it
PORC00601V,www.copernico.prato.it,https://copernico.prato.it/
VITD016013,www.adaschio.it,https://www.adaschio.it
CNPS02201A,www.arimondieula.gov.it,https://www.arimondieula.edu.it
TVTF01901D,www.palladio-tv.gov.it,https://www.palladio-tv.edu.it
RMTF200009,www.itisvallauri.gov.it,https://www.itisvallauri.edu.it
APTF010013,www.istitutomontani.it,https://www.istitutomontani.it
CTTA03801Q,www.FERMIEREDIA.IT,https://www.FERMIEREDIA.IT
SARA01010L,www.profagrisalerno.gov.it/,https://www.profagrisalerno.edu.it/
VATD01301T,www.itetvarese.edu.it,https://www.itetvarese.edu.it
MITD02901D,www.iismachiavelli.gov.it,https://www.iismachiavelli.edu.it
PZPS017017,http//www.isisantarcangelo.gov.it,https://www.isisantarcangelo.edu.it
BSTD009016,www.istitutocapirola.gov.it,https://istitutocapirola.edu.it/
RMPC26000Q,http//www.liceougofoscolo.gov.it,https://liceougofoscolo.edu.it/
RMRI02301C,www.iisviasarandi.it,https://www.iisviasarandi.it
PGPM03901R,www.liceopieralli.gov.it,https://www.liceopieralli.edu.it
TATF006014,www.lentinieinstein-mottola.gov.it,https://www.lentinieinstein-mottola.edu.it
MIRC016014,www.iisinveruno.gov.it,https://www.iisinveruno.edu.it
FRPC00601G,www.iistulliano.it,https://www.iistulliano.it
BLRI001024,www.cadorescuola.GOV.IT,https://www.cadorescuola.edu.IT
CATD02801V,http//www.asproni-fermi.gov.it,https://www.asproni-fermi.edu.it
MORA011017,www.istas.mo.it,https://www.istas.mo.it
TPTD02000X,www.gcaruso.edu.it,https://gcaruso.edu.it/
AVRI02801T,www.iissrinaldodaquino.it,https://www.iissrinaldodaquino.it
LTTD11000N,www.istitutopisacaneponza.gov.it,https://www.istitutopisacaneponza.edu.it
MSPC00101E,https//www.liceorossi.edu.it,https://www.liceorossi.edu.it
CTPC00102N,www.iisamari.gov.it,https://www.iisamari.edu.it
PZRI04000C,www.ipsiapotenza.edu.it,https://www.ipsiapotenza.edu.it
RNTD00301Q,www.isisstoninoguerra.gov.it/,https://www.isisstoninoguerra.edu.it/
MNRA00801P,www.giovannifalcone.edu.it,https://www.giovannifalcone.edu.it/index.php/it/
PTTF00301P,www.iocsanmarcello.gov.it,https://www.iocsanmarcello.edu.it
PAPS016012,WWW.MAJORANAPA.GOV.IT,https://majoranapa.edu.it/
CNTL02202N,www.arimondieula.gov.it,https://www.arimondieula.edu.it
CBTL021015,www.pillacb.GOV.it,https://www.pillacb.edu.it
RMSD06000G,http//www.liceoartisticoenzorossi.it/,https://www.liceoartisticoteramo.it/
CTPS01000D,www.liceoarchimede.it,https://www.liceoarchimede.it
RMTF180009,http//www.fermifrascati.it/,https://fermifrascati.it/
VIPS00601L,www.istitutosuperioreasiago.it,https://www.istitutosuperioreasiago.it
FESD009011,www.aleottidosso.gov.it,https://www.aleottidosso.edu.it
TARC03902V,www.iissperrone.edu.it,https://iissperrone.edu.it/
BAPS09000R,www.liceotedone.gov.it,https://www.liceotedone.edu.it
LERI016021,www.iisstricase.it,https://www.iisstricase.it
PZTD017013,http//www.isisantarcangelo.gov.it,https://www.isisantarcangelo.edu.it
RGRI002014,www.istitutocurcio.gov.it,https://www.istitutocurcio.edu.it
ROPS007021,www.primolevi.gov.it,https://www.primolevi.edu.it
BLTF00101X,www.cadorescuola.net,https://www.cadorescuola.net
TORI04000L,www.ipsiabirago.it,https://ipsiabirago.it/
BGTF160001,www.icvilminorediscalve.gov.it,https://icvilminorediscalve.edu.it/
ANRH01901E,www.panzini-senigallia.org,https://www.redlandorchidfest.org/
CTPC00101L,www.iisamari.gov.it,https://www.iisamari.edu.it
FRTD003013,www.istitutopertinialatri.it,https://istitutopertinialatri.edu.it/
LERC03901X,ITCCOPERTINO.COM,https://www.ITCCOPERTINO.COM
PZRI006034,www.gasparrinimelfi.it,https://www.gasparrinimelfi.it
GEPS01801D,www.majorana.it,https://www.majorana.it
AGTA012016,www.amatovetranosciacca.gov.it,https://www.amatovetranosciacca.edu.it
CSRC06801G,www.iisliceocariati.gov.it,https://www.iisliceocariati.edu.it
SATD038018,www.istitutocomite.it,https://www.istitutocomite.edu.it/
BORH050014,www.istitutoscappi.gov.it,https://www.istitutoscappi.edu.it
TPTD03000E,www.itetgaribaldi.gov.it,https://itetgaribaldi.edu.it/
GRTF012018,http//www.polobianciardigrosseto.it/,http://www.polobianciardigrosseto.edu.it/
SATH07102P,www.iisvicodevivo.EDU.it,https://www.iisvicodevivo.EDU.it
METD03302V,http//www.itctspugliatti.it/pasw,https://www.itctspugliatti.it/pasw/
BARI016015,www.iisspietrosette.it,https://www.iisspietrosette.it
CNTF02201C,www.arimondieula.gov.it,https://www.arimondieula.edu.it
CAPM02401R,www.iismarconilussu.gov.it,https://www.iismarconilussu.edu.it
TVTL01901N,www.palladio-tv.gov.it,https://www.palladio-tv.edu.it
CSPS07801N,www.liceisgf.gov.it,https://www.liceisgf.edu.it
TERI009015,www.iisteramo.gov.it,https://www.iisteramo.edu.it
PATD014016,istitutosuperiorebisacquino.gov.it,https://www.istitutosuperiorebisacquino.edu.it
VCRC01301Q,www.cavourvercelli.it,https://www.cavourvercelli.it
VARI01701E,www.isisvarese.gov.it,https://www.isisvarese.edu.it
BSTF006011,www.iiscberetta.it,https://www.iiscberetta.it
RGRC00201B,www.istitutocurcio.gov.it,https://www.istitutocurcio.edu.it
CNRI016018,www.istitutoguala.it,https://www.istitutoguala.it
CERI039015,WWW.ISTITUTOLENER.GOV.IT,https://www.ISTITUTOLENER.edu.IT
SRPC070006,www.liceomegara.gov.it,https://www.liceomegara.edu.it
PATF03401N,WWW.IIS-ORSOCORBINO.GOV.IT,https://www.IIS-ORSOCORBINO.edu.IT
MITF19000B,www.itsosmilano.gov.it,https://www.itsosmilano.edu.it
BAPS07000G,liceogravina.it,https://www.liceogravina.edu.it/
ROTF007012,www.primolevi.gov.it,https://www.primolevi.edu.it
ARPM03000B,www.vittoriacolonna.com,https://vittoriacolonna.com/
CBTF02301L,www.majoranatermoli.edu.it,https://www.majoranatermoli.edu.it
VBPS007019,http//www.COBIANCHI.IT,https://www.COBIANCHI.IT
LTTD04000L,www.itsbianchini.gov.it,https://www.itsbianchini.edu.it
BSPS00901A,www.istitutocapirola.gov.it,https://istitutocapirola.edu.it/
CETD22000B,www.itcgandreozziaversa.it,https://www.itcgandreozziaversa.it
AQPS03000Q,scientificoaz.it,https://www.scientificoaz.edu.it/
TORH010009,www.ipcolombatto.gov.it,https://www.ipcolombatto.edu.it
PGTF03901T,www.iisgubbio.gov.it,https://www.iisgubbio.edu.it
RMTD11801C,www.luigieinaudiroma.gov.it,https://www.luigieinaudiroma.edu.it
BNTF02202L,www.carafagiustiniani.gov.it,https://www.carafagiustiniani.edu.it
ANPC02101N,www.iisgalileijesi.it,https://iisgalileijesi.it/
MCPS002015,www.iisdavinci.gov.it,https://www.iisdavinci.edu.it
BSTF013014,www.cossali.edu.it,https://www.cossali.edu.it
AVPM06000C,www.liceovirgiliomaroneavellino.gov.it,https://www.liceovirgiliomaroneavellino.edu.it
FIRH01000P,www.alberghierosaffi.gov.it,https://www.alberghierosaffi.edu.it
LESL03000R,www.liceociardopellegrinolecce.gov.it,https://www.liceociardopellegrinolecce.edu.it
SSTD01901C,www.istituto-roth.gov.it,https://www.istituto-roth.edu.it
NATN11801B,www.isabelladestecaracciolo.it,https://isabelladestecaracciolo.it/
GRPC012013,http//www.polobianciardigrosseto.it/,http://www.polobianciardigrosseto.edu.it/
CSPC067014,www.iissanmarcoargentano.gov.it,https://www.iissanmarcoargentano.edu.it
BATD01601Q,www.iisspietrosette.it,https://www.iisspietrosette.it
NAPM14201G,www.donmilaninapoli.gov.it,https://www.donmilaninapoli.edu.it
BGPC001014,www.istitutocelerilovere.it,https://www.istitutocelerilovere.it
SARI071019,www.iisvicodevivo.edu.it,https://www.iisvicodevivo.edu.it
MERI033017,http//www.itctspugliatti.it/pasw,https://www.itctspugliatti.it/pasw/
BOSL02000A,WWW.LICEOARCANGELI.GOV.IT,https://www.LICEOARCANGELI.edu.IT
VITD00601C,www.istitutosuperioreasiago.it,https://www.istitutosuperioreasiago.it
CSRI07801V,http//www.liceisgf.gov.it,https://www.liceisgf.edu.it
FGTD044029,www.fianileccisotti.it,https://www.fianileccisotti.it
VIRC01601Q,www.adaschio.it,https://www.adaschio.it
CATF027019,cais02300d@istruzione.it,https://www.cais02300d@istruzione.it
RMTF08401R,www.federicocaffe.gov.it,https://www.federicocaffe.edu.it
RNRI010007,www.albertirimini.gov.it,https://www.albertirimini.edu.it
MSPS012014,http//www.lunilicei.it,https://lunilicei.it/
BSRI006014,www.iiscberetta.it,https://www.iiscberetta.it
SVSL00801R,www.liceochiabreramartini.gov.it,https://www.liceochiabreramartini.edu.it
CNTD01601V,www.istitutoguala.it,https://www.istitutoguala.it
RGTD01701C,http//www.fermivittoria.it,https://www.fermivittoria.it
MITF13000Q,http//www.itiscannizzaro.gov.it/,https://www.itiscannizzaro.edu.it/
RMPC250005,www.liceotasso.it,https://www.liceotasso.it
RMTF023019,www.vonneumann.gov.it,https://www.vonneumann.edu.it
PGRI039011,www.ipsiapg.it,https://www.ipsiapg.it
VBPS030009,www.liceospezia.it,https://www.liceospezia.it
PITD03000R,www.itcgfermi.it,https://www.itcgfermi.it
MIPS02901N,www.iismachiavelli.gov.it,https://www.iismachiavelli.edu.it
SATF04101A,www.itimarconinocera.org,https://www.itimarconinocera.org
FETL00901R,www.aleottidosso.gov.it,https://www.aleottidosso.edu.it
BLRI001013,www.cadorescuola.gov.it,https://www.cadorescuola.edu.it
CBSL02301B,www.majoranatermoli.edu.it,https://www.majoranatermoli.edu.it
MITD08101E,www.verri.edu.it,https://www.verri.edu.it
NATD14202B,www.itcgpareto.edu.it,https://www.itcgpareto.edu.it
SATD07101X,WWW.iisvicodevivo.EDU.it,https://www.iisvicodevivo.EDU.it
APPS02000E,www.liceorosetti.gov.it,https://www.liceorosetti.edu.it
SRTL01101R,www.istitutonervilentini.it,https://www.istitutonervilentini.it
BNRI02201P,www.carafagiustiniani.gov.it,https://www.carafagiustiniani.edu.it
