school_id,page_url,page_template,page_menu_or,page_ungrouped_multim,metric
BITF01000Q,https://www.itis.biella.it,9.0,1.0,13.0,3.2
TOTF10000X,https://www.itismajo.it,9.0,1.0,1.0,-1.0
CAPS120008,https://liceopitagoraselargius.edu.it/,5.0,1.0,3.0,4.4
BRTD01000T,https://www.itesgiovannicalo.edu.it,7.0,1.0,39.0,3.0
CBPS01000B,https://romita.edu.it/,9.0,3.0,5.0,3.9
RMTA06001G,https://www.agrariosereni.edu.it/,8.0,1.0,30.0,3.0
RMTD093019,https://www.iismargheritahack.edu.it,8.0,1.0,10.0,3.5
FIPS02601G,https://www.giottoulivi.edu.it,9.0,1.0,1.0,-1.0
RMPS102013,https://www.liceofrancescodassisi.edu.it,1.0,1.0,4.0,4.0
BARH02901Q,https://www.iissfiore.edu.it,3.0,1.0,19.0,2.9
VRRH03000E,https://www.carnacina.edu.it,8.0,1.0,17.0,3.0
PSTD018013,https://www.iisraffaello.edu.it,8.0,1.0,6.0,3.6
ANPS01401N,https://www.istitutovolterraelia.it,8.0,1.0,27.0,3.0
VITF010009,https://galileiarzignano.edu.it/,5.0,1.0,0.0,4.0
LTTF09000X,https://www.itisfondi.it,5.0,1.0,4.0,4.0
MSTF018015,https://www.iismeuccimassa.it,4.0,3.0,8.0,4.0
CSPC029019,https://www.iisgaribaldialfano.edu.it,9.0,1.0,1.0,-1.0
VCPS021016,https://iisavogadrovc.edu.it/,1.0,1.0,6.0,4.0
CRPC013018,https://www.racchettidavinci.edu.it,9.0,1.0,1.0,-1.0
TETD014017,https://www.iispascalcomiforti.edu.it,9.0,1.0,1.0,-1.0
CNSD021011,https://www.istitutosoleri.it,9.0,1.0,1.0,-1.0
CERI02301G,https://www.isissmajorana.edu.it,9.0,1.0,1.0,-1.0
BOTF01901C,http://avbo.it,9.0,1.0,1.0,-1.0
RMPC48000P,https://www.LICEORUSSELLROMA.IT,8.0,1.0,20.0,3.1
SARH07701R,https://www.ipsseoapittoni.edu.it,6.0,1.0,11.0,3.4
BGTA03101C,https://www.iisrigonistern.it,9.0,1.0,1.0,-1.0
VRTD004015,https://www.dalcero.edu.it,8.0,1.0,10.0,3.5
NATF09201R,https://www.iispiscopo.edu.it,1.0,1.0,0.0,4.0
RMPS280004,https://www.liceorighiroma.it,9.0,1.0,1.0,-1.0
CAPS13000V,https://www.liceoeuclidecagliari.edu.it,9.0,1.0,1.0,-1.0
BGTD01201D,https://www.istitutofantoni.it,9.0,1.0,1.0,-1.0
MITD450009,https://www.itcserasmo.it,9.0,1.0,6.0,3.6
UDTD01201R,https://www.isismanzini.edu.it/,8.0,1.0,11.0,3.4
RMPC06201P,https://www.liceodesanctisroma.edu.it,9.0,3.0,9.0,4.3
RMTH03001X,https://www.itis-faraday.it,9.0,1.0,1.0,-1.0
MITD02701T,https://www.istitutoleonardodavinci.edu.it/IISLeonardo/,4.0,3.0,6.0,4.0
FIPC001014,https://www.liceomachiavelli-firenze.edu.it/it/,9.0,1.0,5.0,4.4
VITF02000X,https://www.itisrossi.edu.it,8.0,1.0,11.0,3.6
RMTL00801B,https://www.leopoldopirelli.it,9.0,1.0,1.0,-1.0
LCTF012018,https://www.istitutofiocchi.it,9.0,1.0,1.0,-1.0
ENPS019018,https://www.liceotesta.edu.it,6.0,1.0,4.0,4.3
UDTD02101G,https://www.itzanon.edu.it,8.0,1.0,19.0,3.0
RAPC04000C,https://www.LICEOTORRICELLI-BALLARDINI.edu.IT,9.0,3.0,14.0,3.5
CEPC03301T,https://www.isissamaldinevio.edu.it,9.0,3.0,1.0,4.0
CNTD04000P,https://itcbonelli.edu.it/,8.0,1.0,10.0,3.6
MITD096018,https://www.iisfalcone-righi.edu.it,5.0,1.0,7.0,4.0
VRPS06000L,https://www.liceomedivr.edu.it,8.0,1.0,1.0,4.1
PCPS02000T,https://www.liceorespighi.edu.it/,8.0,1.0,6.0,3.6
RMPS29000P,https://www.liceovolterra.edu.it,9.0,1.0,2.0,4.4
PATD01701N,https://www.isisgangi.edu.it,3.0,3.0,3.0,4.4
FRPS040005,https://www.liceoscientificosora.edu.it,5.0,1.0,3.0,4.6
BRTD100004,https://www.iissferrarisdemarcovalzani.edu.it,9.0,1.0,1.0,-1.0
CEPS07000V,https://www.liceogalilei.com,6.0,3.0,12.0,3.7
RMRH04601N,https://www.istitutostendhal.edu.it,9.0,1.0,1.0,-1.0
MITD400008,https://www.itsos-mariecurie.edu.it,8.0,1.0,17.0,3.2
TOPS070007,https://www.curiepinerolo.edu.it,8.0,1.0,6.0,3.5
BNTA01601G,https://www.galilei.it,9.0,1.0,1.0,-1.0
LUTD02301B,https://www.piaggia.it,6.0,1.0,20.0,3.4
TORC017021,https://ferrarisusa.edu.it/,9.0,1.0,1.0,-1.0
REPC030008,https://www.liceoariostospallanzani-re.edu.it,1.0,1.0,9.0,3.6
BSRC01101V,https://istitutocapirola.edu.it/,9.0,1.0,1.0,-1.0
BOTD01701E,https://www.istitutomattei.bo.it,9.0,1.0,1.0,-1.0
PDTD01000N,https://www.calvipd.edu.it,8.0,1.0,10.0,3.3
APPC00901N,https://www.itcsbt.it,9.0,1.0,1.0,-1.0
MOTF002011,https://www.istitutolevi.it,9.0,1.0,1.0,-1.0
BATL07000T,https://www.nervigalilei.edu.it,7.0,1.0,19.0,2.8
RMPS26000V,https://www.liceopasteur.edu.it,9.0,3.0,18.0,3.7
CAPS050007,https://www.pacinotti.edu.it,5.0,1.0,3.0,4.2
AGPS02000P,https://liceofermisciacca.edu.it/,5.0,1.0,3.0,4.2
BGTD01101N,https://www.isiseinaudi.edu.it/,6.0,1.0,21.0,3.1
PRPC010001,https://www.liceoromagnosi.edu.it,9.0,3.0,3.0,4.2
SITA00901G,https://www.iisricasoli.edu.it/,9.0,1.0,1.0,-1.0
TVTD007011,https://www.iisvittorioveneto.edu.it,5.0,1.0,5.0,4.2
PISD00101C,https://www.iiscarducci.edu.it,9.0,1.0,1.0,-1.0
CNSL02401V,https://www.bianchivirginio.it,9.0,1.0,1.0,-1.0
BSTF033019,https://iislonato.edu.it/,9.0,1.0,1.0,-1.0
MITD52000A,https://matteirho.edu.it/,9.0,2.0,5.0,4.0
BRTF01701X,https://www.majoranabrindisi.edu.it/,9.0,3.0,11.0,3.5
NAPS540009,https://www.liceotorricellisommavesuviana.edu.it,6.0,1.0,15.0,3.4
BAPS200003,https://liceofederico.edu.it/,9.0,3.0,0.0,4.5
LUPS01601C,https://www.istitutofermi.it,5.0,1.0,3.0,4.4
CHPS030005,https://www.liceoscientificovasto.edu.it,9.0,3.0,9.0,4.5
BSRI00801Q,https://antoniettiseo.edu.it/,5.0,1.0,4.0,4.0
SAPC012015,https://liceoparmenidevallo.edu.it/,5.0,1.0,4.0,4.2
BSRI01701E,https://www.provincia.brescia.it,9.0,1.0,1.0,-1.0
PAPS01701T,https://www.isisgangi.edu.it/,9.0,1.0,1.0,-1.0
SITF00801C,https://www.iisroncalli.edu.it,9.0,1.0,1.0,-1.0
LOPS010007,https://www.liceogandini.edu.it,5.0,1.0,18.0,3.7
ANTD01901L,https://www.panzini-senigallia.it,9.0,1.0,1.0,-1.0
SPTD011015,https://www.parentucelli-arzela.edu.it,9.0,1.0,1.0,-1.0
RMPS27000D,https://www.liceoplinio.edu.it,8.0,1.0,23.0,3.2
PGRH02000B,https://www.alberghieroassisi.it,9.0,1.0,1.0,-1.0
MOTF00901Q,https://www.iisguglielmomarconi.edu.it,9.0,1.0,1.0,-1.0
SAPS02401E,https://www.istitutoglorioso.edu.it,8.0,1.0,6.0,3.7
VIRI00701N,https://www.silvioceccato.edu.it,9.0,1.0,1.0,-1.0
PDSD03000D,https://www.liceoartisticoselvatico.edu.it,8.0,1.0,8.0,3.6
MITD51000Q,https://www.jacoponizzola.edu.it,9.0,1.0,1.0,-1.0
RMRC00401A,https://professionalepalestrina.edu.it/,9.0,1.0,1.0,-1.0
GETL007019,https://www.firpobuonarroti.edu.it,8.0,1.0,12.0,3.5
CARI02000L,https://www.ipsiaiglesias.edu.it,4.0,3.0,7.0,4.3
SIRA00901Q,http://galilei.edu.it,9.0,1.0,35.0,2.5
CNTF010005,https://www.itiscuneo.edu.IT,9.0,1.0,1.0,-1.0
VTTF00701D,https://www.midossi.edu.it,2.0,3.0,4.0,4.5
FIRA00701Q,https://www.agrariofirenze.edu.it,8.0,1.0,10.0,3.5
PZPS00201D,https://www.liceirionero.edu.it,6.0,1.0,32.0,3.0
TPTD00202C,https://www.istitutodaguirre.edu.it,2.0,3.0,18.0,3.7
VRPS04000B,https://www.messedaglia.edu.it,8.0,1.0,4.0,4.4
TEPC05000A,https://www.liceosaffo.edu.it,8.0,1.0,14.0,3.4
MBPC02000X,https://www.liceozucchi.edu.it,8.0,1.0,23.0,3.0
BAPS12000B,https://www.lsgalilei.edu.it,3.0,3.0,12.0,3.8
LOPS02000T,https://www.liceonovello.edu.it,5.0,1.0,0.0,4.4
VETD06000R,https://www.itcslazzari.edu.it,8.0,1.0,20.0,3.1
MEPC00101B,https://www.iismanzoni.edu.it,2.0,3.0,12.0,4.0
NOPS040011,https://www.liceogalileiborgomanerogozzano.edu.it,9.0,2.0,41.0,2.6
MEPS22000L,https://www.liceomedi.edu.it,9.0,3.0,47.0,2.6
RMRI088017,https://www.iiscavazza.it,9.0,1.0,1.0,-1.0
REPC02000N,https://www.liceocorso.edu.it,8.0,1.0,15.0,3.3
CZTD12000D,https://www.itegrimaldipacioli.it,4.0,3.0,0.0,4.5
TPRH040003,https://www.ipseoatitone.edu.it/,4.0,3.0,12.0,4.0
AGTD01301C,https://www.recapriata.edu.it,5.0,1.0,3.0,4.3
TOPS018017,https://www.liceoeinsteintorino.it,9.0,1.0,8.0,4.3
RMRH00401G,https://www.professionalepalestrina.it,9.0,1.0,1.0,-1.0
FERH00801C,https://www.istitutoremobrindisi.it,9.0,1.0,1.0,-1.0
SITD011012,https://www.istitutobandini.it,5.0,1.0,6.0,4.3
MITF21000B,https://www.marconigorgonzola.edu.it,1.0,1.0,3.0,4.4
CTRA01101X,https://www.isradice.edu.it,5.0,1.0,19.0,3.7
MIPS25000Q,https://liceobramante.edu.it/,9.0,1.0,3.0,4.4
RMPS24000N,https://www.liceomorgagni.edu.it/,9.0,1.0,17.0,4.0
AGPS02201B,https://www.iisodierna.edu.it,5.0,1.0,3.0,3.9
NASD048013,https://www.isdegni.edu.it,9.0,1.0,1.0,-1.0
SASL026013,https://www.iisteggiano.edu.it,5.0,1.0,6.0,4.2
IMRC00201X,https://www.polotecnologicoimperiese.edu.it,1.0,1.0,1.0,4.5
METD05000E,https://www.davincimilazzo.edu.it,9.0,1.0,9.0,3.9
VIPS02000T,https://www.LICEOLIOY.edu.IT,8.0,1.0,9.0,3.6
PITF030003,https://www.marconipontedera.edu.it,4.0,3.0,1.0,4.5
TARC05000G,https://www.cabrinitaranto.edu.it,1.0,1.0,2.0,4.5
BASL044011,https://www.istitutocolasanto.edu.it,4.0,3.0,11.0,3.7
MIPS00301D,https://iisbachelet.edu.it/,5.0,1.0,2.0,4.5
RMPS180007,https://www.liceokennedy.edu.it/,8.0,1.0,8.0,3.6
CATD006012,https://www.iiseinaudimuravera.edu.it/,9.0,1.0,1.0,-1.0
TEPS010003,https://www.liceoeinsteinte.edu.it,7.0,1.0,5.0,4.1
BGTD030002,https://www.vittorioemanuele.edu.it,8.0,1.0,26.0,3.0
BSPS004017,https://www.ISTITUTOPERLASCA.edu.IT,8.0,1.0,2.0,4.0
FOTB00901X,https://www.iisbaracca.it,9.0,1.0,1.0,-1.0
CATF023012,https://www.BUCCARIMARCONI.edu.IT,9.0,1.0,1.0,-1.0
PZSD00201X,https://www.ipsiapotenza.edu.it,9.0,6.0,6.0,3.7
MEPS032038,https://www.iiscaminititrimarchi.edu.it,9.0,1.0,1.0,-1.0
MIPS08101P,https://www.verri.edu.it,9.0,1.0,1.0,-1.0
FIPC014016,https://www.virgilioempoli.edu.it/,1.0,1.0,3.0,4.0
MEPS010008,https://www.liceoarchimedeme.it,9.0,3.0,9.0,3.6
MTPS00101R,https://www.iiscarlolevi.edu.it,2.0,3.0,14.0,3.7
VRTA01201N,https://www.stefanibentegodi.edu.it,8.0,1.0,18.0,3.0
PASD02201Q,https://www.delduca-biancaamato.edu.it/,7.0,1.0,10.0,3.7
VBSL001017,https://www.liceopierogobetti.edu.it,4.0,3.0,0.0,4.1
CTPS020004,https://www.liceoboggiolera.it,9.0,1.0,1.0,-1.0
AGRH01301A,https://www.recapriata.it,5.0,1.0,3.0,4.5
BOPS028015,https://www.liceofermibo.edu.it/,5.0,1.0,0.0,4.3
RGTD00301E,https://www.istitutocarducci.edu.it,9.0,1.0,1.0,-1.0
MITF390005,https://www.itismattei.edu.it,8.0,1.0,16.0,3.1
ALSL013014,https://www.istitutocellini.edu.it/,8.0,1.0,6.0,3.7
UDSD01000P,https://www.arteudine.edu.it,8.0,1.0,33.0,3.0
NAPS03000A,https://www.liceosilvestri.edu.it,7.0,1.0,7.0,4.1
SITD00701A,https://www.istitutovaldichiana.it,6.0,1.0,4.0,4.0
TOPS04901V,https://www.iisfermigalileicirie.edu.it,8.0,1.0,0.0,4.0
COTF01000T,https://www.magistricumacini.edu.it,5.0,1.0,6.0,4.0
PDTF007015,https://www.iiskennedy.it,9.0,1.0,1.0,-1.0
CZPS011013,https://www.is-sersale.edu.it,5.0,1.0,3.0,4.2
BGTD150004,https://icvilminorediscalve.edu.it/,5.0,1.0,4.0,4.4
MORI008013,https://www.galileimirandola.edu.it/,8.0,1.0,14.0,3.3
IMTF00201D,https://www.polotecnologicoimperiese.it,9.0,1.0,1.0,-1.0
TASD02000N,https://www.alberghieromediterraneo.edu.it/,1.0,1.0,24.0,3.7
SRRA02102Q,https://www.istitutocallerimarzamemi.edu.it,6.0,1.0,14.0,3.3
MIPS290006,https://liceocavalleri.edu.it/,6.0,1.0,6.0,4.0
VAPS120001,https://www.liceocurie.it,8.0,1.0,9.0,3.6
MNRC014011,https://www.isboma.edu.it,8.0,1.0,18.0,3.0
MEPS03000D,https://www.seguenza.edu.it,9.0,2.0,10.0,4.4
SRTF01101L,https://www.istitutonervilentini.it,9.0,3.0,1.0,4.3
PZRI00701T,https://www.iisrighetti-melfi.edu.it,9.0,1.0,1.0,-1.0
CTPS03000P,https://liceoscientificofermi.edu.it/,6.0,1.0,4.0,4.0
SATF064013,https://www.itcgcenni.net,9.0,1.0,1.0,-1.0
GRTL01101L,https://www.isitgrosseto.com,9.0,1.0,1.0,-1.0
VRTD01901V,https://www.copernicopasoli.edu.it/wp/,5.0,1.0,3.0,4.0
PSTD003019,https://iiscecchi.edu.it/,9.0,1.0,1.0,-1.0
MITF290008,https://www.ettoreconti.edu.it,4.0,3.0,0.0,4.5
FIPS028017,http://www.gobettivolta.edu.it/it2/,9.0,1.0,1.0,-1.0
PISD05000L,https://www.LICEOARTISTICORUSSOLI.IT,9.0,1.0,1.0,-1.0
ATRI007016,https://www.iiscastigliano.it,4.0,3.0,8.0,4.0
GOTH01101R,https://www.isispertini.it,9.0,1.0,1.0,-1.0
FRRH029015,https://www.iissulpicioveroli.edu.it,8.0,1.0,17.0,3.3
NAPS02002T,https://www.isisleonardodavincipoggiomarino.it/,5.0,1.0,3.0,4.2
VERH04000D,https://www.barbarigo.it,9.0,1.0,1.0,-1.0
VATL00801R,https://www.isissgeymonat.edu.it/,9.0,1.0,7.0,2.7
VARC030007,https://www.ipcverri.it,9.0,1.0,1.0,-1.0
CASL01701D,https://www.liceoscientificoartisticobrotzu.edu.it,9.0,3.0,15.0,4.2
MOTD00701T,https://www.scuolaparadisi.edu.it,8.0,1.0,9.0,3.6
ISTD003018,https://www.isissgiordano.edu.it,7.0,1.0,7.0,4.1
RCPC023011,https://www.iisvgerace.edu.it/,5.0,1.0,4.0,4.1
MIPS26000A,https://www.liceovico.edu.it,5.0,1.0,1.0,4.4
CSPC060008,https://www.iosandemetrio.edu.it/,9.0,1.0,1.0,-1.0
VIPS010007,https://www.liceodaponte.edu.it,4.0,3.0,0.0,4.5
PSTF01000N,https://www.itisurbino.edu.it,8.0,1.0,8.0,3.5
SSPS02701G,https://www.liceoalghero.edu.it/,6.0,1.0,15.0,3.0
PATD09000P,https://www.itdallachiesa.edu.it,7.0,1.0,12.0,3.9
TOPC00101P,https://www.desambrois.it,9.0,1.0,1.0,-1.0
CEPS010007,http://www.liceodiazce.edu.it/,9.0,1.0,34.0,2.0
RMPS12601G,https://liceopeanoroma.edu.it/,5.0,1.0,3.0,4.2
GETD00301G,https://www.iscsmontalegenova.edu.it/,6.0,1.0,8.0,3.6
IMTF00802D,https://www.istitutoistruzionesuperioremarconi.edu.it,7.0,1.0,8.0,3.8
PGPS01401B,https://campusdavinci.edu.it/,5.0,1.0,3.0,4.3
CTPC01000A,https://www.liceovergadrano.edu.it,7.0,1.0,4.0,4.4
CNRI00201A,http://www.cravettamarconi.edu.it/,8.0,1.0,9.0,3.5
BGTF016013,https://www.istitutovalleseriana.edu.it,9.0,1.0,1.0,-1.0
RCTD014015,https://www.istitutopiriarosarno.edu.it,5.0,1.0,10.0,4.0
TSSD01000L,https://liceonordio.edu.it/,9.0,1.0,4.0,4.3
CTPS017019,https://www.vaccarinict.edu.it,9.0,1.0,1.0,-1.0
MIPS37000T,https://www.liceodonatellipascal.edu.it,8.0,1.0,10.0,3.5
PDTA00601L,https://www.ducabruzzi.edu.it,8.0,1.0,22.0,3.1
CTTD18000C,https://www.branchina.edu.it,6.0,1.0,4.0,4.0
TVSD01000A,https://liceoartisticomunari.edu.it/,5.0,1.0,10.0,3.9
CTPC04201V,https://www.IISRAMACCA-PALAGONIA.edu.IT,9.0,1.0,12.0,3.0
VESD020001,https://www.liceoguggenheim.edu.it,8.0,1.0,14.0,3.2
BATD057012,https://www.iisdellolio.edu.it,9.0,1.0,35.0,2.4
CSPC010007,https://www.liceotelesiocosenza.edu.it,5.0,1.0,3.0,4.4
RMRC03000T,https://maffeopantaleoni.it/,5.0,1.0,3.0,4.4
CAPC06000P,https://liceopiga.edu.it/,8.0,1.0,17.0,3.0
PZPS120021,https://www.liceoscientificopasolinipz.edu.it,4.0,3.0,11.0,3.7
NORC01000L,https://www.ipsravizza.edu.it,8.0,1.0,9.0,4.0
FRTD12000L,https://www.icroccasecca.edu.it,8.0,1.0,16.0,3.5
TORC024013,https://www.iiscena.it,4.0,3.0,2.0,4.2
ROPS01000P,https://www.liceopaleocapa.edu.it,9.0,1.0,33.0,3.1
UDPS01302T,https://www.isisbassafriulana.edu.it/,9.0,1.0,16.0,3.2
SAPS01000G,https://www.liceogallotta.org,4.0,3.0,8.0,4.0
ENTD021014,https://www.iisabramolincolnenna.edu.it,5.0,1.0,3.0,4.2
TATD026013,https://www.einaudimanduria.edu.it,4.0,3.0,22.0,3.5
RMTD051017,https://www.iisbraschiquarenghi.edu.it,1.0,1.0,20.0,3.3
CSRC06301C,https://www.istitutoaletti.edu.it,5.0,1.0,3.0,4.3
CTPC040006,https://www.liceocutelli.edu.it,9.0,3.0,7.0,3.6
TVRH06000P,https://www.alberghierobeltrame.edu.it,8.0,1.0,30.0,3.0
RIRA001019,https://www.polocorese.it,9.0,3.0,11.0,3.6
BLTL00801V,https://www.istitutosuperiorefeltre.edu.it,7.0,1.0,4.0,4.2
MIPS05901D,https://www.ORIANIMAZZINI.edu.IT,8.0,1.0,14.0,3.4
TOPS039018,https://www.liceomartinetti.it,9.0,1.0,1.0,-1.0
CTTF039018,https://www.isfermiguttuso.edu.it,5.0,1.0,3.0,4.4
PSTD10000N,https://www.itbramantegenga.edu.it/,8.0,1.0,8.0,3.6
NASL102011,https://www.nittiportici.edu.it,6.0,1.0,8.0,3.6
MCTD01101Q,https://iisbonifazi.edu.it/,9.0,1.0,1.0,-1.0
SOPS050001,https://nerviferrari.edu.it/,5.0,1.0,2.0,4.4
PATD03801P,https://www.iisspiolatorre.edu.it/,9.0,1.0,62.0,2.4
BGRC01401T,https://islotto.edu.it/,5.0,1.0,3.0,4.3
AVSD02402R,https://www.isissdeluca.it,5.0,1.0,3.0,4.4
SPTF00601X,https://www.capellinisauro.edu.it,5.0,1.0,2.0,4.2
LUPC003017,https://www.istitutosuperiorebarga.edu.it,8.0,1.0,11.0,3.4
CEPS020042,https://www.liceofermiaversa.edu.it,9.0,1.0,13.0,3.5
MNTL009017,https://www.arcoeste.edu.it,5.0,1.0,2.0,4.4
RMTD031012,https://www.iispaolobaffi.edu.it/,9.0,1.0,17.0,3.3
TSPS02000R,https://www.galileitrieste.it,9.0,1.0,1.0,-1.0
MIPS580006,https://www.omnicomprensivoeuropeo.edu.it,8.0,1.0,13.0,3.4
NASL051019,https://www.liceoettoremajorana.edu.it,7.0,1.0,7.0,4.2
CETD00401R,https://www.foscoloteano.it,9.0,3.0,13.0,3.0
VRRH020011,https://www.berti.edu.it,8.0,1.0,8.0,3.6
VBTD002012,https://www.ferrinifranzosini.edu.it,8.0,1.0,8.0,3.6
TVRI010005,https://www.ipsia-galilei.edu.it,5.0,1.0,0.0,4.5
ISPS012017,https://www.isismajoranafascitelli.edu.it,1.0,1.0,8.0,3.9
CARH050001,https://www.alberghierogramsci.edu.it,9.0,1.0,27.0,2.8
NAPC14000P,https://www.liceoumberto.it,6.0,1.0,3.0,4.2
SAPS15000V,http://www.liceoscafati.it/wp/,5.0,1.0,16.0,3.6
GRPC009017,https://www.daverrazzano.it,7.0,3.0,8.0,4.0
BAPS002012,https://www.canudo.edu.it,2.0,3.0,47.0,3.0
VRTD00101N,https://www.davincicerea.edu.it,8.0,1.0,2.0,4.0
CTTL01701G,https://www.vaccarinict.it,5.0,1.0,3.0,4.3
BSTD003017,https://www.bazolipolo.edu.it,5.0,1.0,3.0,4.4
SVRC00601R,https://www.mazzinidavinci.edu.it,9.0,2.0,4.2,4.1
CRPS014017,https://www.pacioli.edu.it/,8.0,1.0,13.0,3.4
PIRH01000D,https://www.matteotti.it,9.0,1.0,13.0,3.5
TVRH03000V,https://www.istitutoalberini.edu.it,8.0,1.0,20.0,3.1
VVTH01000A,https://www.itnauticopizzo.edu.it/,3.0,3.0,5.0,4.5
CATD01601L,https://www.itclevi.it,5.0,1.0,3.0,4.3
MORI02000L,https://www.ipsiacorni.edu.it,8.0,1.0,8.0,4.0
TOPC090009,https://www.liceogioberti.it,9.0,1.0,1.0,-1.0
CEPS040003,https://www.liceopiedimontematese.edu.it,7.0,1.0,7.0,4.0
CHSD009017,https://www.iislanciano.edu.it/,7.0,1.0,9.0,3.7
SAPS120003,https://www.liceoemedi.edu.it,3.0,3.0,9.0,3.8
IMPS00701E,https://www.itcolombo.org,9.0,1.0,1.0,-1.0
NAPC19000Q,https://www.liceovittorioimbriani.edu.it,9.0,3.0,14.0,3.6
PNSD020009,https://www.liceoartisticogalvani.edu.it,8.0,1.0,12.0,3.4
LTTF090011,https://www.itisfondi.edu.it/,5.0,1.0,3.0,4.4
PATD03701V,https://www.iseinaudipareto.edu.it,5.0,1.0,3.0,4.4
PTPS03000X,https://liceosalutati.it/,5.0,1.0,10.0,4.0
MBTD41000Q,https://www.mapelli-monza.edu.it,9.0,3.0,36.0,2.5
SVRA00701N,https://www.virgilio.it/,9.0,1.0,1.0,-1.0
PARH01000Q,http://www.ipssarpaoloborsellino.edu.it/ns/,5.0,1.0,3.0,4.0
MITD026012,https://www.iiscremona.edu.it,9.0,1.0,18.0,3.2
VVTN00201L,https://www.tecnologicovibo.edu.it,5.0,1.0,3.0,4.0
SAPS18000P,https://www.liceorescigno.edu.it,6.0,1.0,17.0,3.3
SORH040004,https://www.ipcrottocaurga.edu.it,8.0,1.0,17.0,3.0
PZRA010001,https://www.ipaafortunatopz.edu.it,8.0,1.0,10.0,3.5
VETL02101N,https://www.veis021001@istruzione.it,9.0,1.0,1.0,-1.0
NAPC180005,https://www.liceopansini.edu.it,7.0,1.0,7.0,4.2
CEPS03000C,https://www.LICEOFEDERICOQUERCIA.edu.IT,5.0,1.0,3.0,4.3
TVPC120008,https://liceoflaminio.edu.it/,9.0,1.0,5.0,4.2
CATF031022,https://www.asproni-fermi.edu.it,9.0,3.0,10.0,4.0
RIPS070005,https://www.liceorocci.edu.it/,9.0,1.0,31.0,2.8
FIRH020009,https://www.buontalenti.edu.it,8.0,1.0,9.0,3.6
LERI049017,https://www.iisslfb.edu.it,9.0,3.0,30.0,2.9
RNRI003015,https://www.isisstoninoguerra.edu.it/,5.0,1.0,5.0,4.0
PZTD02801D,https://www.gasparrinimelfi.it,9.0,1.0,18.0,3.0
VATL013018,https://www.itetvarese.edu.it,8.0,1.0,13.0,3.4
PDTD027014,https://www.leodavinci.edu.it,8.0,1.0,21.0,3.0
PAPS060003,https://www.liceobasile.it,5.0,1.0,3.0,4.4
TORH04201T,https://www.istitutogiolitti.edu.it,5.0,1.0,0.0,4.5
BARA06701A,https://www.iisseinaudi.eu,9.0,1.0,1.0,-1.0
RMSD10000R,https://www.liceoargan.edu.it,5.0,1.0,0.0,4.5
ARRH01802G,https://www.fanfanicamaiti.edu.it,4.0,3.0,17.0,3.6
SIPC002018,https://www.piccolominisiena.edu.it,9.0,3.0,0.0,4.5
MITF070009,https://www.itisfeltrinelli.edu.it,8.0,1.0,14.0,3.4
CZRH05000A,https://www.einaudilamezia.edu.it,5.0,1.0,12.0,3.8
BLTD00101N,https://www.cadorescuola.edu.it,9.0,3.0,0.0,4.7
BOTA00601N,https://www.istitutoserpieri.edu.it,8.0,1.0,6.0,3.9
PAPS08004C,https://www.liceosavarino.edu.it,5.0,1.0,3.0,4.4
PCRA002031,https://www.campusagroalimentarepiacenza.it,8.0,1.0,9.0,3.6
SAPS170004,https://www.liceolamura.org,9.0,1.0,1.0,-1.0
RGPC00201Q,https://www.istitutocurcio.edu.it,5.0,1.0,3.0,4.4
FRPS070001,https://www.liceoceccano.edu.it/,8.0,1.0,8.0,3.5
CHRC011019,https://www.iisdavincidegiorgio.edu.it/,9.0,3.0,5.0,4.5
VISL009011,https://www.martini-schio.it,9.0,1.0,1.0,-1.0
TAPS006012,https://www.lentinieinstein-mottola.edu.it,5.0,1.0,6.0,4.2
LTTF05000D,https://www.giuliocesare.edu.it,9.0,1.0,7.0,3.3
CATD03202G,https://www.iisatzeni.edu.it,6.0,1.0,5.0,3.7
FIPS02701B,https://www.ilpontormoempoli.edu.it/,5.0,1.0,3.0,4.3
TOPS041018,https://www.jcmaxwell.it,9.0,1.0,7.0,3.4
RMTF19000X,https://www.itistrafelli.edu.it,8.0,1.0,16.0,3.2
AVTA028023,https://agrariogeometra.edu.it/,5.0,1.0,1.0,4.4
RMSD11000B,https://www.liceopablopicasso.edu.it,7.0,1.0,7.0,4.0
VRRA02000Q,https://www.istitutomedici.edu.it,9.0,1.0,16.0,3.5
CEPS060008,https://www.liceodivairano.edu.it,7.0,1.0,7.0,4.0
PGRC00201N,https://www.pgis00200@istruzione.it,9.0,1.0,1.0,-1.0
SARH038016,https://www.istitutocomite.edu.it/,9.0,1.0,13.0,3.1
RCPS016011,https://www.iiseuclide.edu.it,4.0,3.0,5.0,4.0
PTPS00301L,https://www.iocsanmarcello.edu.it,4.0,3.0,5.0,4.0
VITD016013,https://www.adaschio.it,9.0,1.0,1.0,-1.0
TVTF01901D,https://www.palladio-tv.edu.it,9.0,1.0,24.0,3.0
RMTF200009,https://www.itisvallauri.edu.it,5.0,1.0,3.0,4.2
APTF010013,https://www.istitutomontani.it,9.0,1.0,1.0,-1.0
MITD02901D,https://www.iismachiavelli.edu.it,8.0,1.0,12.0,3.5
PZPS017017,https://www.isisantarcangelo.edu.it,4.0,3.0,13.0,4.0
RMPC26000Q,https://liceougofoscolo.edu.it/,5.0,1.0,1.0,4.3
RMRI02301C,https://www.iisviasarandi.it,9.0,1.0,1.0,-1.0
