school_id,page_url,page_load_time_ms,page_width,page_height,NDOM_nodes,NDOM_height,page_template,page_menu_or,page_ungrouped_multim,metric,task1,task2,task3,task4,task5,task6,task7,task8
CETD03901Q,https://www.istitutolener.edu.it,1571,1587,5434,341,7,5.0,1.0,3.0,4.0,2.89,2.58,2.89,3.08,6.5,12.18,6.5,2.58
SSPS00402X,https://www.iispaglietti.edu.it,1919,1587,3883,383,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.29,6.5,10.08,6.27,2.79
SATL04101E,https://www.itimarconinocera.org,973,1587,1615,187,6,9.0,3.0,0.0,4.4,1.68,1.55,1.53,2.03,2.64,1.4,1.73,2.39
APRC004016,https://iis-amandola.edu.it/,1476,1587,3688,395,7,5.0,1.0,0.0,4.3,2.9,2.58,2.91,3.15,4.99,2.89,3.77,2.58
BOTF02601G,https://www.majoranasanlazzaro.edu.it/,2904,1587,5151,249,7,8.0,1.0,12.0,3.6,3.81,3.25,3.8,4.16,6.5,6.5,7.11,3.25
BGTD03701T,https://oberdan.edu.it/,1579,1587,6706,274,6,8.0,1.0,0.0,4.3,2.54,1.78,2.54,2.94,8.85,3.21,6.83,1.78
VBTF00701B,https://www.COBIANCHI.IT,2005,1587,4966,235,7,8.0,1.0,22.0,3.0,3.11,2.46,3.1,3.5,6.5,6.5,2.15,2.46
CETD04000V,https://www.isdavincismcv.edu.it,2318,1587,3621,539,7,7.0,1.0,0.0,4.3,3.13,2.28,3.13,3.63,7.0,5.92,6.53,2.28
LCPC01000A,https://liceomanzonilecco.edu.it/,1523,1587,4664,469,7,5.0,1.0,4.0,4.0,2.91,2.58,2.92,3.16,6.5,2.89,3.8,2.58
RMPS090001,https://www.liceo-enriques.edu.it/,1287,1587,5609,651,9,6.0,1.0,1.0,3.7,0.89,25.67,1.05,1.05,4.92,4.54,4.73,0.9
TVTN01000N,https://www.ittmazzotti.edu.it,3803,1587,6644,353,9,9.0,1.0,33.0,2.9,6.5,1.93,1.4,2.44,3.19,6.5,6.5,3.11
FIPS030006,https://liceodavincifi.edu.it/,621,1587,4275,375,7,5.0,1.0,3.0,4.0,2.89,2.58,2.89,3.08,6.5,9.83,5.2,2.58
BARC03701D,https://www.ISTITUTOGORJUXTRIDENTEVIVANTE.edu.IT,3062,1587,3265,367,6,7.0,1.0,0.0,3.9,18.6,37.49,18.63,37.9,18.64,18.6,18.61,18.6
BARH069016,https://www.iissconsoli.edu.it/,1809,1587,4410,258,7,8.0,1.0,5.0,3.6,3.31,2.72,3.3,3.66,3.97,6.5,6.12,2.72
BSRC029014,https://istitutogolgibrescia.edu.it/,1290,1587,6291,238,7,5.0,1.0,7.0,4.3,2.89,2.58,2.89,3.07,6.5,1.93,6.5,2.06
LCPS01000D,https://grassilecco.edu.it/,4292,1587,4077,344,7,5.0,1.0,4.0,4.0,2.89,2.58,2.9,3.12,6.5,2.89,3.65,2.58
BRPS00301X,https://www.leonardodavincifasano.edu.it,2442,1587,3524,382,5,4.0,3.0,0.0,4.0,3.4,1.71,2.43,4.37,2.67,1.86,6.36,2.68
AGRC02301Q,https://www.IPSCTGALLO.edu.IT,1441,1587,3461,278,5,6.0,1.0,27.0,3.0,1.35,2.1,2.1,26.27,2.1,8.31,2.93,2.1
BOTA03000D,https://www.scarabelli-ghini.edu.it,1588,1587,4584,227,7,8.0,1.0,6.0,3.7,3.11,2.46,3.1,3.5,9.09,6.5,6.03,2.46
PDRC02101T,https://www.denicolapiovedisacco.edu.it,2308,1587,4168,268,7,8.0,1.0,13.0,3.6,6.5,2.46,2.68,2.79,3.23,6.5,6.5,2.82
ALRC008018,https://www.marconitortona.edu.it,4397,1587,8738,376,7,8.0,1.0,28.0,3.3,3.83,3.25,3.82,4.18,6.5,6.5,6.5,3.25
PTTD01001G,https://www.itsmarchiforti.edu.it,218,1604,848,1,0,4.0,3.0,11.0,3.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
VTTF017014,https://www.ittvt.edu.it,1309,1587,4211,313,9,7.0,1.0,4.0,4.1,6.5,53.08,4.66,90.03,53.43,4.96,54.9,4.81
NASL12101A,https://www.isissereni-afragola-cardito.edu.it,1778,1587,4635,321,7,9.0,1.0,14.0,3.0,4.59,7.42,4.1,4.11,3.37,6.5,3.21,5.54
CRRC00601R,https://www.einaudicremona.edu.it,651,1587,2243,383,9,4.0,3.0,0.0,4.5,3.05,4071.44,3.38,8141.71,4071.68,0.3,6.5,2.32
TORC02101G,https://www.romero.edu.it,4074,1587,6759,276,7,9.0,1.0,0.0,4.0,27.3,6.5,7.25,16.34,27.58,26.14,26.39,0.37
RMPC180004,https://www.liceosocrate.edu.it,771,1587,4942,359,8,9.0,1.0,4.0,3.7,3.2,6.29,2.81,6.5,6.5,2.39,2.3,3.04
BARI05000G,https://www.ipsiarchimede.edu.it,265,1588,0,1,0,9.0,1.0,11.0,3.2,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
APTL00701B,https://www.fazzinimercantini.edu.it,1505,1587,3695,221,7,8.0,1.0,16.0,3.5,3.11,2.46,3.1,3.49,6.5,6.5,3.72,2.46
RASL020007,https://www.liceoartisticoravenna.edu.it,1166,1587,3742,237,5,6.0,1.0,4.0,4.0,3.62,2.11,0.96,6.5,2.11,8.72,6.5,2.11
ALTN00301A,https://www.iislevimontalcini.edu.it/,4088,1587,4180,259,7,8.0,1.0,15.0,3.3,4.3,6.5,3.86,4.33,3.25,6.13,6.5,4.0
TVTD09000L,https://riccati-luzzatti.edu.it/,1394,1587,3638,389,7,5.0,1.0,4.0,4.0,2.92,2.58,2.9,3.15,6.5,8.76,6.5,2.58
BGPS04000R,https://liceogalilei.edu.it/,2551,1587,3903,445,9,9.0,1.0,15.0,3.5,6.5,6.5,3.74,5.76,4.22,5.42,6.5,3.92
CLTD00701D,https://www.iisscmcarafa.edu.it,2624,1571,2665,181,4,2.0,3.0,0.0,4.5,1.71,6.5,2.73,2.14,1.77,1.94,2.92,1.51
ANPC040002,https://www.perticari.it,1017,1587,4733,465,9,7.0,1.0,4.0,4.0,54.02,53.18,54.75,11.02,53.92,12.74,54.35,6.5
FGPS040004,https://www.liceogmarconi.it,2971,1587,3121,270,5,9.0,3.0,23.0,3.9,0.9,0.94,0.9,0.9,3.0,3.67,0.9,6.5
CHPS006019,https://www.omnicomprensivoatessa.edu.it,1178,1587,3992,232,7,6.0,1.0,25.0,3.2,1.37,2.1,4.96,1.8,2.1,9.41,4.99,6.5
SARI07401R,https://www.iisvicodevivo.edu.it,2416,1587,3846,241,9,7.0,1.0,4.0,3.8,53.32,53.17,53.45,91.14,53.23,10.24,54.19,6.5
VITA014011,https://www.istitutoagrarioparolini.edu.it,2539,1587,4438,235,7,8.0,1.0,15.0,3.4,3.11,2.46,3.1,3.49,6.5,6.5,6.88,2.46
LETD04401P,https://www.iisscalasso.edu.it,2635,1587,7036,278,7,8.0,1.0,15.0,3.3,3.65,3.03,3.64,4.0,4.81,6.5,5.91,3.03
BNPC02000N,https://www.giannonebn.edu.it,7263,1587,17653,469,7,8.0,1.0,22.0,2.8,3.11,2.46,3.1,3.49,23.71,6.5,33.77,2.46
BARH11000E,https://www.icspinazzola.edu.it,1424,1587,5616,367,6,9.0,3.0,12.0,3.0,2.38,6.5,1.6,9.86,2.58,2.0,2.46,1.77
BAPS079013,https://www.liceogravina.edu.it/,1996,1587,3481,515,9,7.0,1.0,4.0,4.3,53.44,7.0,54.64,54.97,89.89,10.1,7.0,7.0
CERI02901E,https://www.IISDEFRANCHIS.edu.IT,3860,1587,3888,565,7,7.0,1.0,0.0,4.0,3.12,2.28,3.12,3.61,4.06,4.99,3.56,2.28
SATD04301Q,https://www.isisfortunato-angri.it,2887,1587,3000,333,3,9.0,2.0,14.0,3.0,6.5,3.98,6.5,4.43,6.5,3.2,6.5,3.91
FGTD00101A,http://www.giordani.edu.it,10195,1587,3940,247,9,9.0,1.0,13.0,3.0,2.15,3981.22,6.5,6.5,3981.39,6.5,1.78,3981.13
PZTL022011,https://www.itigeopz.edu.it,469,1604,848,1,0,9.0,2.0,5.0,3.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
BSTL036022,https://www.tartaglia-olivieri.edu.it,1358,1587,3566,296,5,4.0,3.0,12.0,3.5,1.16,2.41,6.5,4.32,2.63,1.85,1.48,0.95
PARA014021,https://www.istitutosuperiorebisacquino.it,5026,1587,4849,307,9,6.0,1.0,5.0,3.4,1.87,2.08,2.7,7.57,2.45,11.17,6.5,6.5
CSTD074016,https://www.iisrende.edu.it,919,1587,3750,365,7,5.0,1.0,3.0,4.2,2.89,2.58,2.89,3.08,6.5,8.61,5.08,2.58
CSPC02801D,https://www.IISCETRARO.edu.IT,1302,1587,4262,335,7,5.0,1.0,3.0,4.0,2.89,2.58,2.89,3.08,6.5,9.79,6.5,2.58
TVTF030007,https://www.barsanti.edu.it,2097,1587,4610,312,7,5.0,1.0,3.0,4.0,2.89,2.58,2.89,3.08,6.5,6.5,6.5,2.58
MITA036016,https://www.ISTITUTOCALVINO.edu.IT,2622,1587,7803,275,5,4.0,3.0,2.0,3.9,3.01,1.52,3.02,2.84,1.73,3.24,6.21,6.5
RATD01000G,https://www.itoriani.edu.it/,1170,1587,5102,265,11,6.0,1.0,14.0,3.2,6.5,2.34,1.49,2.64,2.34,11.19,6.5,6.5
ROPC00101T,https://www.liceoadria.edu.it,31193,1587,4101,474,7,4.0,3.0,1.0,4.1,5.45,1.83,1.69,2.2,1.97,1.33,1.67,1.2
BGPS008012,https://www.maironidaponte.edu.it,3392,1587,8597,755,11,7.0,1.0,31.0,3.2,3.27,2.28,3.58,3.81,2.8,3.93,3.03,2.59
MOPS019018,https://www.itisvoltasassuolo.edu.it,3382,1587,3383,248,7,8.0,1.0,12.0,3.5,2.85,6.26,2.71,2.46,2.46,6.5,2.87,3.6
VTPS017012,https://www.ioleonardodavinci.edu.it,3784,1587,4200,384,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.31,6.5,2.44,4.95,2.79
PEPS00601T,https://iisvoltapescara.edu.it/,2338,1587,3968,327,7,5.0,1.0,0.0,4.4,2.89,2.58,2.89,3.08,6.5,1.96,6.5,2.58
ARTD01301D,https://www.buonarroti-fossombroni.it,3451,1587,5792,323,12,9.0,3.0,21.0,2.9,43.54,6.5,25.34,43.38,43.35,43.56,25.32,43.5
CEPS02801D,https://www.isisscontiaversa.edu.it,2873,1587,2861,1054,7,7.0,1.0,0.0,4.5,2.26,0.3,5.28,0.3,0.3,6.35,7.5,0.3
PAPC01000V,https://www.liceoscadutobagheria.edu.it/,3149,1587,2983,234,7,6.0,1.0,13.0,3.1,1.21,1.81,3.14,5.19,3.45,7.29,4.41,6.5
RMPS060005,https://www.liceocavour.edu.it,244,1588,0,1,0,2.0,3.0,20.0,3.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
CETD21000R,https://www.itcgandreozziaversa.it,1765,1587,2959,98,5,6.0,1.0,4.0,3.8,1.46,2.22,6.5,6.5,3.87,6.36,6.5,5.13
RARC07000X,https://www.olivetticallegari.edu.it,1102,1587,3609,305,9,7.0,1.0,4.0,3.9,53.95,53.27,3.75,6.5,54.17,9.99,53.76,52.99
CRSL01601Q,https://iismunari.edu.it/,1187,1587,3346,220,6,8.0,1.0,12.0,3.5,3.34,1.76,2.52,2.91,6.5,6.5,3.45,1.76
MEPC029017,https://www.maurolicomessina.edu.it,7812,1602,16450,6759,9,7.0,1.0,45.0,2.0,3.24,2.91,25.81,4.34,4.33,1.8,18.01,20.34
SSTD016022,https://www.itozieri.edu.it,1876,1587,2568,313,7,6.0,1.0,26.0,3.0,3.23,6.5,1.72,6.5,2.26,2.1,2.1,6.5
PESL011016,https://www.liceopenne.edu.it,1788,1587,3588,211,7,5.0,1.0,4.0,4.0,3.11,2.47,3.1,3.49,6.5,8.04,6.5,2.47
CATD220001,https://itemartini.edu.it/,1232,1587,4500,307,7,5.0,1.0,0.0,4.3,2.89,2.58,2.89,3.14,6.5,10.25,6.65,2.58
CNRH028024,https://www.virginiodonadio.it/,4452,1587,3198,210,7,8.0,1.0,7.0,3.4,2.62,2.09,2.61,2.98,6.5,6.5,4.27,2.09
ENRH004018,https://www.iisenna.it,1548,1587,3844,325,7,5.0,1.0,3.0,4.1,3.1,2.79,3.1,3.31,6.5,9.13,5.1,2.79
VARC023015,https://www.isfalconegallarate.edu.it,964,1587,9186,725,12,1.0,1.0,24.0,2.9,2.19,2.73,3.57,3.13,3.03,32.09,20.48,32.12
MIPS02201V,https://allendecustodi.edu.it/,1646,1587,2773,970,9,7.0,1.0,0.0,4.7,5.29,1.34,6.15,7.0,1.33,7.0,6.06,0.45
SSTD010001,https://www.deffenu.edu.it,2910,1587,4044,318,7,5.0,1.0,11.0,4.0,2.89,2.58,2.89,3.08,6.5,7.35,6.14,2.58
GERH012018,https://www.marcopolo.edu.it/,1332,1587,2536,150,5,3.0,1.0,14.0,3.9,1.33,1.84,1.22,6.5,22.35,6.5,23.52,21.58
MIPS039018,https://iis-russell.edu.it/,1251,1587,2547,268,5,4.0,3.0,0.0,4.5,3.87,2.08,2.73,4.01,2.39,2.52,1.94,1.93
RARH020004,https://www.alberghieroriolo.edu.it,2119,1587,4607,406,7,5.0,1.0,3.0,4.2,37.2,37.2,37.2,37.26,37.2,25.45,13.33,37.2
MSRC006019,https://www.ebarsanti.edu.it,2984,1587,5301,363,5,4.0,3.0,6.0,4.0,3.65,2.5,6.5,2.26,2.83,1.89,11.59,0.98
ARRI02201N,https://www.liceorediarezzo.edu.it,1575,1601,7341,142,5,9.0,1.0,40.0,2.4,6.5,6.5,1.97,2.36,6.5,6.5,0.45,3.29
APTD013018,https://www.iismazzocchiumbertoprimo.edu.it,4105,1587,6463,259,7,8.0,1.0,25.0,3.2,6.5,10.9,3.28,7.4,2.49,6.5,6.5,2.46
BGPS02000G,https://www.liceolussana.edu.it,1271,1587,4803,352,7,5.0,1.0,3.0,4.2,2.9,2.58,2.89,3.12,9.34,10.73,2.01,2.58
TOTD01402R,https://www.porropinerolo.edu.it,854,1587,4624,354,7,5.0,1.0,6.0,4.1,2.89,2.58,2.89,3.08,6.5,10.24,6.5,2.58
FGPS08000E,https://www.scientificoeinstein.edu.it,2960,1587,4190,550,8,9.0,1.0,16.0,3.0,2.34,2.29,1.84,0.6,2.09,3.8,4.23,2.16
SRRI022016,https://www.IISSGAGINI.edu.IT,4845,1587,4636,269,7,8.0,1.0,10.0,3.5,2.89,2.26,2.91,3.28,6.5,6.5,6.9,2.26
SATL04601N,https://www.iisgalilei.it,3126,1587,3782,322,7,4.0,3.0,3.0,4.0,6.5,1.34,4.6,2.77,1.88,3.59,5.17,1.55
COPC020007,https://liceovoltacomo.edu.it/,1749,1587,5796,405,7,5.0,1.0,4.0,4.2,2.89,2.58,2.89,3.09,6.5,12.64,1.97,2.58
CTTF02301P,https://www.iis-gemmellaro.edu.it,3519,1587,7332,583,9,9.0,1.0,3.0,2.8,2.25,7.0,2.86,2.33,5.15,7.52,7.0,202.29
MIPC01000C,https://liceoclassicomanzoni.edu.it/,999,1587,1545,505,9,9.0,1.0,0.0,4.7,1.35,1.2,1.04,1.2,1.2,1.2,1.22,1.09
FOPS00101C,https://www.mcurie.edu.it,2083,1587,4496,412,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.33,6.5,10.61,7.29,2.79
CHTD021017,https://www.iisdetittafermi.edu.it,1621,1587,3253,274,7,7.0,1.0,2.0,4.6,6.5,53.01,3.54,2.97,53.4,2.09,6.5,3.81
BRPC006018,https://www.istitutoagostinelli.edu.it,1668,1587,10475,386,6,2.0,3.0,19.0,3.3,3.86,0.9,4.55,2.51,2.41,2.17,1.42,4.19
BAPC18000X,https://www.liceosylos.edu.it,1749,1587,5066,494,7,4.0,3.0,0.0,4.4,1.19,1.91,1.59,3.1,2.05,3.62,2.84,6.5
CNPS010003,https://liceoancina.edu.it/,2677,1602,4296,153,3,9.0,1.0,40.0,2.7,5.31,3.85,6.5,6.49,6.5,10.04,4.74,3.75
BORC02101V,https://www.fantinivergato.edu.it,575,1587,4559,97,3,9.0,3.0,5.0,3.3,6.5,6.5,6.28,2.01,6.5,2.09,2.64,1.96
VATD08000G,https://www.itczappa.edu.it,1990,1587,5120,338,11,7.0,1.0,7.0,3.6,54.09,53.04,6.37,8.53,89.58,54.96,6.5,2.5
RGPS014015,https://www.iismazzinivittoria.edu.it/,1592,1587,2561,311,11,6.0,1.0,19.0,3.5,2.39,2.39,6.5,3.25,2.44,6.5,4.13,6.5
FRRI00701Q,https://www.iistulliano.it,2483,1587,5046,225,7,8.0,1.0,10.0,3.6,3.11,2.46,3.1,3.49,6.5,6.5,7.07,2.46
MNTD01000X,https://www.pitentino.edu.it,2178,1587,3485,255,7,8.0,1.0,9.0,3.5,6.5,2.46,3.22,3.04,3.24,6.5,4.59,3.36
VETH00801E,https://www.ptpvenezia.edu.it,5505,1587,10488,360,7,8.0,1.0,22.0,3.0,10.06,3.25,7.7,3.52,6.5,6.5,6.5,3.25
RGRC012012,https://www.istitutosuperioremarconi.edu.it/,1890,1587,7732,266,10,1.0,1.0,22.0,2.8,3.22,11.25,2.08,6.5,11.63,1.92,6.5,16.31
CASL01000N,https://liceoartisticocagliari.edu.it/,1146,1587,3504,227,3,9.0,3.0,14.0,3.7,1.72,6.5,1.01,2.02,6.5,3.97,4.17,6.5
CNTL02201L,https://www.arimondieula.edu.it,3804,1587,4934,221,7,8.0,1.0,13.0,3.5,3.1,2.46,3.1,3.47,6.5,6.5,7.43,2.46
VASL011017,https://www.donmilaniva.edu.it,1752,1587,3164,293,5,4.0,3.0,21.0,3.8,1.49,2.36,1.95,4.64,2.59,6.5,4.48,1.38
PNPS003016,https://www.torricellimaniago.edu.it,3268,1587,3886,196,7,8.0,1.0,6.0,4.0,3.12,2.46,3.11,3.5,6.5,6.5,5.73,2.46
CLTL006014,https://www.ISTITUTOMAJORANAGELA.edu.IT,1530,1587,4137,257,3,9.0,3.0,0.0,4.3,4.6,1.76,5.18,6.5,1.9,6.5,3.21,1.11
NAPS15000C,https://www.liceoscientificodecarlo.edu.it/,1617,1587,3626,341,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.31,6.5,8.81,5.06,2.79
MERI02701X,https://www.veronatrento.it,1496,1587,4222,491,9,9.0,2.0,18.0,3.7,2.38,1.2,6.5,1.41,3.16,2.51,2.71,3.39
SSSL030007,https://www.liceoartisticodeandre.edu.it,798,1587,3606,248,5,4.0,3.0,9.0,4.0,3.49,2.31,3.34,4.23,2.75,1.54,6.5,6.5
BSPS01000D,https://www.liceocalini.edu.it,3896,1587,5665,270,7,8.0,1.0,21.0,3.1,3.12,2.46,3.11,3.5,6.5,6.5,6.5,2.46
MOPC020008,https://www.muratorisancarlo.edu.it,11118,1587,16582,657,7,8.0,1.0,36.0,2.5,7.0,2.02,2.22,2.46,3.4,7.0,7.0,3.16
NATF11401C,https://www.leonenobile.edu.it,1080,1587,3695,331,5,9.0,3.0,0.0,4.0,2.36,2.46,2.94,3.01,4.57,7.07,6.5,2.12
KRTD01201N,https://istitutonauticokr.edu.it/,1336,1602,3216,383,7,9.0,1.0,23.0,3.0,1.65,3.27,2.56,3.65,3.27,2.56,4.58,3.39
AGRH02000C,https://www.alberghierofavara.edu.it,915,1587,4228,359,7,6.0,1.0,9.0,3.2,1.63,2.07,4.0,7.27,2.07,9.99,2.84,6.5
PNTF004014,https://www.isspilimbergo.edu.it,3749,1587,4728,276,7,8.0,1.0,14.0,3.2,6.5,2.6,3.13,3.45,6.5,6.5,3.87,2.6
TVTF023015,https://www.giorgifermi.edu.it,5912,1587,3864,273,7,6.0,1.0,10.0,3.3,4.35,2.33,2.7,2.94,2.33,9.04,2.68,2.33
CTPS05301C,https://www.liceogalileicatania.edu.it,997,1587,3297,421,11,6.0,1.0,9.0,3.4,4.27,2.11,4.58,4.64,2.11,8.4,6.5,7.09
SRPS006013,https://www.istitutoraelinoto.edu.it/,627,1587,4019,284,7,5.0,1.0,0.0,4.5,2.89,2.58,2.89,3.08,6.5,1.95,6.5,2.58
ANRI02301N,https://www.iismerlonimiliani.it,3616,1587,3838,263,7,8.0,1.0,7.0,3.9,3.14,2.46,3.14,3.54,6.5,6.5,6.5,2.46
RGRI01201P,https://www.istitutosuperioremarconi.it,760,1587,3680,339,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.29,6.5,8.9,4.86,2.79
TORC053013,https://www.bossomonti.it,2148,1587,3588,206,7,9.0,1.0,8.0,3.1,37.35,37.45,5.34,37.96,37.68,8.23,6.5,37.23
CASL013016,https://www.liceoasproni.it,2191,1587,17140,233,5,9.0,2.0,4.0,4.4,3.77,6.5,6.5,4.03,4.17,4.75,2.96,3.58
TVRC009019,https://www.iissfanno.edu.it,3402,1587,4271,242,7,8.0,1.0,12.0,3.5,3.11,2.46,3.1,3.49,3.94,6.5,6.5,2.46
SAPC02201Q,https://www.isiscorbino.edu.it/,1718,1587,2031,178,5,6.0,1.0,12.0,3.7,1.41,2.16,5.49,6.5,2.16,5.1,5.51,6.5
PAPS011031,https://www.iislercarafriddi.it,5616,1587,4466,376,7,5.0,1.0,3.0,4.3,3.1,2.79,3.1,3.31,6.5,10.57,5.17,2.79
SARH068012,https://www.iispiranesi.edu.it,1311,1587,3363,195,5,6.0,1.0,8.0,3.7,3.9,2.1,3.89,6.5,2.1,7.46,3.89,6.5
MNTF00701B,https://www.galileiostiglia.edu.it,3730,1587,4939,233,7,8.0,1.0,16.0,3.2,3.11,2.46,3.1,3.49,6.5,6.5,6.5,2.46
PEPC010009,https://www.liceoclassicope.edu.it,3505,1587,4075,247,7,8.0,1.0,12.0,3.5,3.15,2.46,3.15,3.54,6.5,6.5,5.49,2.46
RERI011018,https://www.iisnobili.edu.it,3724,1587,7021,486,7,2.0,3.0,12.0,3.8,2.84,2.38,3.11,4.92,2.51,3.73,5.18,3.35
PVTD010005,https://www.bordoni.edu.it,1574,1587,3763,290,7,5.0,1.0,0.0,4.3,2.89,2.58,2.89,3.08,6.5,8.48,4.26,2.58
BOTD01601P,https://www.manfreditanari.edu.it/,5241,1587,6128,393,7,8.0,1.0,17.0,3.3,4.52,2.46,3.53,3.98,2.46,6.5,9.83,3.83
MIPS041018,https://www.iisgadda.edu.it,3803,1587,5530,314,7,8.0,1.0,16.0,3.3,6.14,2.46,6.13,3.73,2.46,5.56,4.28,1.92
LUTH01801N,https://www.IISGALILEIARTIGLIO.edu.IT,3652,1587,4910,446,7,5.0,1.0,3.0,4.4,3.1,2.79,3.1,3.31,6.5,11.67,2.47,2.79
BSPS03000P,http://liceogolgi.edu.it/,1835,1587,4815,311,7,5.0,1.0,3.0,4.4,2.89,2.58,2.89,3.08,6.5,10.59,6.07,2.58
BNRC027015,https://www.palmieriramponepolo.edu.it,869,1587,5226,299,8,1.0,1.0,3.0,3.7,6.5,2.8,2.28,3.34,2.8,3.13,6.5,2.39
PZTD011025,https://www.solimenelavello.edu.it,876,1587,6006,522,7,4.0,3.0,0.0,4.0,2.39,8.9,2.48,9.37,2.54,7.0,1.84,1.86
NATF07701P,https://www.ismoscati.edu.it,1243,1587,3391,609,7,7.0,1.0,7.0,3.8,7.0,0.38,2.31,0.3,0.37,5.18,0.3,0.3
VATD22000N,https://www.isismontaletradate.com,3107,1587,2312,163,3,2.0,3.0,17.0,3.7,1.77,1.37,6.5,2.24,2.1,6.5,6.5,1.56
TVRI024014,https://www.iiseinaudiscarpa.edu.it,3012,1587,5485,257,7,8.0,1.0,18.0,3.3,3.11,2.46,3.1,3.5,6.5,6.5,7.22,2.46
BIPS00401B,https://www.liceocossatese.it,2817,1587,9904,1068,9,9.0,1.0,10.0,3.7,3.57,7.5,7.5,3.18,4.32,7.5,7.5,7.5
MOPS01801C,https://www.istitutocorni.edu.it,6360,1587,6213,324,7,8.0,1.0,10.0,3.5,3.93,2.46,2.46,3.49,1.72,6.5,3.95,3.28
IMPS03000E,https://www.liceoaprosio.it,1118,1587,3958,367,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.31,6.5,9.55,4.99,2.79
NURA01801E,https://www.ispira.edu.it,2217,1587,3738,266,7,8.0,1.0,9.0,3.5,5.58,6.5,3.61,3.38,3.37,6.5,6.5,3.76
TORH00602Q,https://www.iisubertini.edu.it,2944,1587,6699,260,7,8.0,1.0,11.0,3.4,6.5,2.46,3.1,3.49,6.5,6.5,10.81,2.46
TRPS020009,https://www.galileiterni.edu.it,2015,1587,4998,233,7,8.0,1.0,17.0,3.3,3.11,2.46,3.1,3.49,6.5,6.5,4.12,2.46
MIPC03000N,https://www.liceoclassicocarducci.edu.it,8540,1587,151128,1596,7,9.0,3.0,63.0,2.9,4.38,7.05,308.13,63.18,7.14,8.1,4.38,6.2
RMPS39000G,https://www.liceovailatigenzano.edu.it,2979,1587,8901,3310,5,9.0,1.0,24.0,2.7,15.37,9.5,20.7,20.76,24.99,21.09,15.28,21.02
CRPC001012,https://poloromani.edu.it/,4789,1587,7837,330,7,5.0,1.0,4.0,4.1,2.9,2.58,2.9,3.14,6.5,15.67,12.06,2.58
RMPS073018,https://www.isisdarwin.edu.it,1219,1587,5296,214,3,3.0,2.0,17.0,3.0,6.5,6.5,6.5,18.78,12.48,18.62,6.3,6.3
CZRI01901V,https://www.polotecnologico.edu.it,1796,1587,3331,573,7,6.0,1.0,20.0,3.5,2.6,30.78,2.09,30.04,32.16,31.09,32.3,30.32
SARH02101R,https://www.iis-sacco.edu.it,766,1587,3764,343,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.31,6.5,9.09,4.84,2.79
ARPS02101L,https://www.galileipoppi.edu.it/,3638,1587,3661,181,7,8.0,1.0,4.0,4.0,3.11,2.46,3.1,3.49,6.5,6.5,5.25,2.46
SARI06802E,https://www.istitutosuperiorecuomomilone.edu.it,1041,1587,4187,347,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.31,6.5,9.94,4.84,2.79
CNPS030008,https://www.liceococito.edu.it,1138,1587,4928,300,7,5.0,1.0,1.0,4.4,0.3,2.58,2.89,3.15,6.5,10.88,0.3,2.58
CLTD003027,https://www.sturzo-gela.edu.it/,1381,1587,5139,438,9,1.0,1.0,3.0,4.0,3.19,2.22,2.19,2.94,2.78,3.78,2.93,2.74
RMRI08001L,https://www.IPIASOLIVIERI.edu.IT,557,1587,4683,356,7,5.0,1.0,3.0,4.3,2.89,2.58,2.89,3.08,6.5,1.95,6.15,2.58
NAPS200008,https://www.liceocalamandrei.it,7690,1587,5031,437,5,6.0,1.0,20.0,3.3,2.15,2.43,5.32,6.5,2.43,11.59,5.31,6.5
CNPS02000N,https://liceocuneo.it/,1209,1587,5359,347,7,5.0,1.0,3.0,4.3,2.89,2.58,2.89,3.09,6.5,12.01,4.94,2.58
UDPS01901Q,https://www.isismagrinimarchetti.it,2808,1587,4482,375,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.31,6.5,10.64,4.93,2.79
VTPS009013,https://www.dallachiesa.edu.it,773,1587,5115,658,9,7.0,1.0,4.0,3.8,2.6,3.08,54.05,2.74,53.49,54.41,54.87,53.85
NAPS65000R,https://www.liceomelito.edu.it,1876,1587,3304,460,7,7.0,1.0,7.0,4.0,3.14,2.28,3.13,3.64,6.5,4.69,6.5,2.28
MORA011028,https://www.istas.mo.it,1951,1587,6212,327,7,5.0,1.0,18.0,3.7,2.96,2.58,2.95,3.2,6.5,13.58,6.5,2.58
VATD210003,https://www.gaddarosselli.edu.it,5371,1587,3931,211,7,8.0,1.0,13.0,3.4,6.5,2.46,3.96,2.8,2.07,6.5,6.5,3.61
